URI	Book	Period	Link	Type	Dates	0	100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400
i1276	<span class="titleWord">الهداية الكبرى i1276 B</span> لــ الحسين بن حمدان الخصيبي (334 هـ)	4th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/1276_الهداية-الكبرى-الحسين-بن-حمدان-الخصيبي" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	44	0	10	4	29	1	0	0	0	0	0	0	0	0	0	0
i873	<span class="titleWord">مغني المحتاج i873 B</span> لــ محمد بن أحمد الشربيني (977 هـ)	10th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/876_مغني-المحتاج-محمد-بن-أحمد-الشربيني-ج-4" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	44	0	26	3	3	1	0	0	7	0	0	4	0	0	0	0
a95559	<span class="titleWord">المحرر في أسباب نزول القرآن من خلال الكتب التسعة دراسة الأسباب رواية ودراية a95559 B</span> لــ خالد بن سليمان المزيني (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-95559" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	13	3	15	4	2	1	0	3	1	1	0	0	0	0
a38193	<span class="titleWord">مجموع فيه مصنفات أبي الحسن ابن الحمامي وأجزاء حديثية أخرى a38193 B</span> لــ NOTGIVEN (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-38193" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	0	0	6	11	10	12	4	0	0	1	0	0	0	0
a36424	<span class="titleWord">أسمى المطالب في سيرة أمير المؤمنين علي بن أبي طالب شخصيه وعصره a36424 B</span> لــ علي محمد الصلابي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/36424" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	41	2	1	0	0	0	0	0	0	0	0	0	0	0
a30644	<span class="titleWord">الخامس من معجم شيوخ الدمياطي a30644 B</span> لــ عبد المؤمن بن خلف الدمياطي، أبو محمد، شرف الدين الشافعي  (705 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-30644" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	0	0	0	3	2	14	25	0	0	0	0	0	0	0
a26560	<span class="titleWord">كتاب سلوك طريق السلف في ذكر مشايخ الشيخ المعمر أبي محمد عبد الحق بن خلف المتوفى: 641 هـ a26560 B</span> لــ محمد بن يوسف بن يداس البرزالي الأندلسي الإشبيلي، أبو عبد الله  (636 هـ)	7th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-26560" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	1	0	3	5	10	24	1	0	0	0	0	0	0	0
a26473	<span class="titleWord">مشيخة السهروردي a26473 B</span> لــ عمر بن محمد بن عبد الله ابن عمويه، أبو حفص شهاب الدين القرشي التيمي البكري السهروردي  (632 هـ)	7th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-26473" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	0	0	0	4	11	26	3	0	0	0	0	0	0	0
a23667	<span class="titleWord">مجموعة الوثائق السياسية للعهد النبوي والخلافة الراشدة a23667 B</span> لــ محمد حميد الله الحيدر آبادي الهندي  (1424 هـ)	15th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-23667" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	38	0	1	1	0	0	1	0	0	2	1	0	0	0
a23657	<span class="titleWord">فقه السيرة النبوية مع موجز لتاريخ الخلافة الراشدة a23657 B</span> لــ محمد سعيد رمضان البوطي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-23657" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
a12828	<span class="titleWord">الفرج بعد الشدة (ط. صادر) a12828 B</span> لــ المحسن بن علي التنوخي أبو علي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/12828" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	1	3	6	32	0	0	0	0	0	0	2	0	0	0
a12012	<span class="titleWord">دراسة نقدية في المرويات الواردة في شخصية عمر بن الخطاب وسياسته الإدارية رضي الله عنه a12012 B</span> لــ عبد السلام بن محسن آل عيسى (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-12012" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
a9248	<span class="titleWord">النكت العصرية في أخبار الوزراء المصرية a9248 B</span> لــ عمارة بن علي بن زيدان الحكمي المذحجي اليمني، أبو محمد، نجم الدين  (569 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-9248" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	13	0	0	0	0	31	0	0	0	0	0	0	0	0
a8184	<span class="titleWord">أخبار الراضي بالله والمتقي لله = تاريخ الدولة العباسية، من كتاب الأوراق a8184 B</span> لــ أبو بكر محمد بن يحيى بن عبد الله الصولي  (335 هـ)	4th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-8184" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	2	2	9	31	0	0	0	0	0	0	0	0	0	0
a6610	<span class="titleWord">فتح الغفار الجامع لأحكام سنة نبينا المختار a6610 B</span> لــ الحسن بن أحمد الرباعي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/6610" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	2	1	3	3	1	3	9	6	5	3	0	0	8	0
a1731	<span class="titleWord">نكت وتنبيهات في تفسير القرآن المجيد وبذيله تكملة النكت (ط. أوقاف المغرب) a1731 B</span> لــ البسيلي التونسي أبو العباس - ابن غازي العثماني المكناسي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/1731" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	5	0	0	0	2	6	5	17	7	2	0	0	0	0
a1242	<span class="titleWord">معجم المطبوعات العربية والمعربة a1242 B</span> لــ يوسف بن إليان بن موسى سركيس  (1351 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-1242" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	20	1	4	3	5	1	3	1	1	2	3	0	0	0
a963	<span class="titleWord">إعانة الطالبين على حل ألفاظ فتح المعين (هو حاشية على فتح المعين بشرح قرة العين بمهمات الدين) a963 B</span> لــ أبو بكر  عثمان بن محمد شطا الدمياطي الشافعي  (1310 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-963" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	44	0	17	7	6	0	0	0	4	0	1	4	1	0	4	0
j9168	<span class="titleWord">تحبير التيسير في القراءات العشر j9168 B</span> لــ ابن الجزري شمس الدين محمد بن محمد بن علي بن يوسف (838 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	44	0	8	13	18	2	3	0	0	0	0	0	0	0	0	0
j7053	<span class="titleWord">تفسير البحر المحيط j7053 B</span> لــ محمد بن يوسف الشهير بأبي حيان الأندلسي (745 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	44	0	32	1	2	0	2	4	0	2	0	0	0	0	0	0
i4183	<span class="titleWord">الانتصار i4183 C</span> لــ العاملي (غير موجود)	No meta	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/4191_الانتصار-العاملي-ج-9" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	44	0	30	1	4	2	2	2	1	0	0	0	0	0	1	0
i3698	<span class="titleWord">ترجمة الإمام الحسن (ع) i3698 C</span> لــ ابن عساكر (571 هـ)	6th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3698_ترجمة-الإمام-الحسن-(ع)-ابن-عساكر" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	44	0	35	6	0	1	0	0	0	0	0	0	1	0	0	0
i3667	<span class="titleWord">السيرة النبوية i3667 C</span> لــ ابن هشام الحميري (218 هـ)	3rd cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3670_السيرة-النبوية-ابن-هشام-الحميري-ج-4" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	44	0	36	6	2	0	0	0	0	0	0	0	0	0	0	0
i2359	<span class="titleWord">تفسير مجمع البيان i2359 C</span> لــ الشيخ الطبرسي (548 هـ)	6th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/2368_تفسير-مجمع-البيان-الشيخ-الطبرسي-ج-10" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	44	0	29	0	0	2	1	11	0	0	0	1	0	0	0	0
i1552	<span class="titleWord">العوالم ، الإمام الحسين (ع) i1552 C</span> لــ الشيخ عبد الله البحراني (1130 هـ)	12th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/1552_العوالم-،-الإمام-الحسين-(ع)-الشيخ-عبد-الله-البحراني" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	44	0	39	0	4	0	0	0	0	0	0	0	0	0	0	0
i1276	<span class="titleWord">الهداية الكبرى i1276 C</span> لــ الحسين بن حمدان الخصيبي (334 هـ)	4th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/1276_الهداية-الكبرى-الحسين-بن-حمدان-الخصيبي" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	44	0	12	4	27	1	0	0	0	0	0	0	0	0	0	0
i873	<span class="titleWord">مغني المحتاج i873 C</span> لــ محمد بن أحمد الشربيني (977 هـ)	10th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/876_مغني-المحتاج-محمد-بن-أحمد-الشربيني-ج-4" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	44	0	26	3	3	1	0	0	7	0	0	4	0	0	0	0
a95559	<span class="titleWord">المحرر في أسباب نزول القرآن من خلال الكتب التسعة دراسة الأسباب رواية ودراية a95559 C</span> لــ خالد بن سليمان المزيني (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-95559" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	14	3	14	4	2	1	0	3	1	1	0	0	0	0
a38193	<span class="titleWord">مجموع فيه مصنفات أبي الحسن ابن الحمامي وأجزاء حديثية أخرى a38193 C</span> لــ NOTGIVEN (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-38193" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	0	0	6	11	10	12	4	0	0	1	0	0	0	0
a36424	<span class="titleWord">أسمى المطالب في سيرة أمير المؤمنين علي بن أبي طالب شخصيه وعصره a36424 C</span> لــ علي محمد الصلابي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/36424" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	41	2	1	0	0	0	0	0	0	0	0	0	0	0
a30644	<span class="titleWord">الخامس من معجم شيوخ الدمياطي a30644 C</span> لــ عبد المؤمن بن خلف الدمياطي، أبو محمد، شرف الدين الشافعي  (705 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-30644" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	0	0	0	3	2	14	25	0	0	0	0	0	0	0
a26560	<span class="titleWord">كتاب سلوك طريق السلف في ذكر مشايخ الشيخ المعمر أبي محمد عبد الحق بن خلف المتوفى: 641 هـ a26560 C</span> لــ محمد بن يوسف بن يداس البرزالي الأندلسي الإشبيلي، أبو عبد الله  (636 هـ)	7th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-26560" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	0	0	3	5	10	25	1	0	0	0	0	0	0	0
a26473	<span class="titleWord">مشيخة السهروردي a26473 C</span> لــ عمر بن محمد بن عبد الله ابن عمويه، أبو حفص شهاب الدين القرشي التيمي البكري السهروردي  (632 هـ)	7th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-26473" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	0	0	0	4	11	26	3	0	0	0	0	0	0	0
a23667	<span class="titleWord">مجموعة الوثائق السياسية للعهد النبوي والخلافة الراشدة a23667 C</span> لــ محمد حميد الله الحيدر آبادي الهندي  (1424 هـ)	15th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-23667" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	38	0	1	1	0	0	1	0	0	2	1	0	0	0
a23657	<span class="titleWord">فقه السيرة النبوية مع موجز لتاريخ الخلافة الراشدة a23657 C</span> لــ محمد سعيد رمضان البوطي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-23657" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
a12828	<span class="titleWord">الفرج بعد الشدة (ط. صادر) a12828 C</span> لــ المحسن بن علي التنوخي أبو علي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/12828" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	1	3	6	32	0	0	0	0	0	0	2	0	0	0
a12012	<span class="titleWord">دراسة نقدية في المرويات الواردة في شخصية عمر بن الخطاب وسياسته الإدارية رضي الله عنه a12012 C</span> لــ عبد السلام بن محسن آل عيسى (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-12012" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
a9248	<span class="titleWord">النكت العصرية في أخبار الوزراء المصرية a9248 C</span> لــ عمارة بن علي بن زيدان الحكمي المذحجي اليمني، أبو محمد، نجم الدين  (569 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-9248" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	18	0	0	0	0	26	0	0	0	0	0	0	0	0
a8184	<span class="titleWord">أخبار الراضي بالله والمتقي لله = تاريخ الدولة العباسية، من كتاب الأوراق a8184 C</span> لــ أبو بكر محمد بن يحيى بن عبد الله الصولي  (335 هـ)	4th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-8184" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	4	1	9	30	0	0	0	0	0	0	0	0	0	0
a6610	<span class="titleWord">فتح الغفار الجامع لأحكام سنة نبينا المختار a6610 C</span> لــ الحسن بن أحمد الرباعي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/6610" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	2	1	3	3	1	3	9	6	5	3	0	0	8	0
a1731	<span class="titleWord">نكت وتنبيهات في تفسير القرآن المجيد وبذيله تكملة النكت (ط. أوقاف المغرب) a1731 C</span> لــ البسيلي التونسي أبو العباس - ابن غازي العثماني المكناسي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/1731" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	7	0	0	0	2	5	5	16	7	2	0	0	0	0
a1242	<span class="titleWord">معجم المطبوعات العربية والمعربة a1242 C</span> لــ يوسف بن إليان بن موسى سركيس  (1351 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-1242" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	20	1	4	3	5	1	3	1	1	2	3	0	0	0
a963	<span class="titleWord">إعانة الطالبين على حل ألفاظ فتح المعين (هو حاشية على فتح المعين بشرح قرة العين بمهمات الدين) a963 C</span> لــ أبو بكر  عثمان بن محمد شطا الدمياطي الشافعي  (1310 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-963" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	44	0	19	6	6	0	0	0	4	0	1	4	1	0	3	0
j9168	<span class="titleWord">تحبير التيسير في القراءات العشر j9168 C</span> لــ ابن الجزري شمس الدين محمد بن محمد بن علي بن يوسف (838 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	44	0	10	12	17	2	3	0	0	0	0	0	0	0	0	0
j7053	<span class="titleWord">تفسير البحر المحيط j7053 C</span> لــ محمد بن يوسف الشهير بأبي حيان الأندلسي (745 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	44	0	32	1	2	0	2	4	0	2	0	0	0	0	0	0
i4527	<span class="titleWord">تطهير الفؤاد i4527 A</span> لــ الشيخ محمد بخيت الحنفي (1350 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/4527_تطهير-الفؤاد-الشيخ-محمد-بخيت-الحنفي" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	43	0	5	1	7	7	7	6	2	8	0	0	0	0	0	0
i3961	<span class="titleWord">مجمع البحرين i3961 A</span> لــ الشيخ الطريحي (1085 هـ)	11th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3964_مجمع-البحرين-الشيخ-الطريحي-ج-4" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	43	0	24	9	4	3	2	0	0	1	0	0	0	0	0	0
i3364	<span class="titleWord">معجم المطبوعات العربية i3364 A</span> لــ اليان سركيس (1351 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3365_معجم-المطبوعات-العربية-اليان-سركيس-ج-2" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	43	0	19	1	4	3	5	1	3	1	1	2	3	0	0	0
i891	<span class="titleWord">إعانة الطالبين i891 A</span> لــ البكري الدمياطي (1310 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/894_إعانة-الطالبين-البكري-الدمياطي-ج-4" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	43	0	18	7	5	0	0	0	4	0	1	3	1	0	4	0
a97928	<span class="titleWord">عجالة الإملاء المتيسرة من التذنيب على ما وقع للحافظ المنذري من الوهم وغيره في كتابه الترغيب والترهيب (ط المعارف) a97928 A</span> لــ الناجي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/97928" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	0	0	0	0	0	1	1	2	24	15	0	0	0	0
a30256	<span class="titleWord">الثالث من معجم الشيخة مريم a30256 A</span> لــ أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني  (852 هـ)	9th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-30256" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	2	0	0	0	0	0	19	22	0	0	0	0	0	0
a23678	<span class="titleWord">معجزات النبي - صلى الله عليه وسلم - (من كتاب البداية والنهاية لابن كثير) a23678 A</span> لــ أبو الفداء إسماعيل بن عمر بن كثير القرشي البصري ثم الدمشقي  (774 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-23678" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	27	8	3	1	0	0	3	1	0	0	0	0	0	0
a23588	<span class="titleWord">أنوار التنزيل وأسرار التأويل a23588 A</span> لــ ناصر الدين أبو سعيد عبد الله بن عمر بن محمد الشيرازي البيضاوي  (685 هـ)	7th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-23588" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	6	0	0	0	0	0	0	2	7	21	7	0	0	0
a13068	<span class="titleWord">الروض الداني (المعجم الصغير) a13068 A</span> لــ سليمان بن أحمد بن أيوب بن مطير اللخمي الشامي، أبو القاسم الطبراني  (360 هـ)	4th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-13068" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	1	0	42	0	0	0	0	0	0	0	0	0	0	0
a10826	<span class="titleWord">بغية الملتمس في سباعيات حديث الإمام مالك بن أنس a10826 A</span> لــ صلاح الدين أبو سعيد خليل بن كيكلدي بن عبد الله الدمشقي العلائي  (761 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-10826" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	5	7	12	2	4	6	4	3	0	0	0	0	0	0
a8656	<span class="titleWord">الحديث والمحدثون a8656 A</span> لــ محمد محمد أبو زهو رحمه الله (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-8656" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	30	11	1	0	0	0	0	0	1	0	0	0	0	0
a8622	<span class="titleWord">الصارم المنكي في الرد على السبكي a8622 A</span> لــ شمس الدين محمد بن أحمد بن عبد الهادي الحنبلي  (744 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-8622" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	14	10	10	1	2	2	1	3	0	0	0	0	0	0
a6038	<span class="titleWord">العلل a6038 A</span> لــ علي بن عبد الله بن جعفر السعدي المديني (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/6038" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	11	27	3	1	1	0	0	0	0	0	0	0	0	0
a5992	<span class="titleWord">رسوم التحديث في علوم الحديث a5992 A</span> لــ برهان الدين أبو إسحاق إبراهيم بن عمر بن إبراهيم بن خليل الجعبري  (732 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-5992" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	17	7	6	7	5	0	0	1	0	0	0	0	0	0
a1734	<span class="titleWord">صحيح ابن حبان بترتيب ابن بلبان a1734 A</span> لــ محمد بن حبان بن أحمد بن حبان بن معاذ بن معبد، التميمي، أبو حاتم، الدارمي، البستي  (354 هـ)	4th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-1734" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	43	0	32	10	1	0	0	0	0	0	0	0	0	0	0	0
j10351	<span class="titleWord">مقاتل الطالبيين j10351 A</span> لــ أبو الفرج الاصفهاني ، علي بن الحسين  (356 هـ)	4th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	43	0	12	23	6	2	0	0	0	0	0	0	0	0	0	0
j1503	<span class="titleWord">الاستذكار الجامع لمذاهب فقهاء الأمصار j1503 A</span> لــ أبو عمر يوسف بن عبد الله بن عبد البر النمري القرطبي (463 هـ)	5th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	43	0	31	3	1	6	0	1	1	0	0	0	0	0	0	0
j277	<span class="titleWord">المطلع على أبواب الفقه / المطلع على أبواب المقنع j277 A</span> لــ محمد بن أبي الفتح البعلي الحنبلي أبو عبد الله (709 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	43	0	14	3	4	12	6	3	1	0	0	0	0	0	0	0
i4527	<span class="titleWord">تطهير الفؤاد i4527 B</span> لــ الشيخ محمد بخيت الحنفي (1350 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/4527_تطهير-الفؤاد-الشيخ-محمد-بخيت-الحنفي" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	43	0	1	1	7	7	8	7	2	10	0	0	0	0	0	0
i3961	<span class="titleWord">مجمع البحرين i3961 B</span> لــ الشيخ الطريحي (1085 هـ)	11th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3964_مجمع-البحرين-الشيخ-الطريحي-ج-4" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	43	0	23	9	5	3	2	0	0	1	0	0	0	0	0	0
i3364	<span class="titleWord">معجم المطبوعات العربية i3364 B</span> لــ اليان سركيس (1351 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3365_معجم-المطبوعات-العربية-اليان-سركيس-ج-2" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	43	0	19	1	4	3	5	1	3	1	1	2	3	0	0	0
i891	<span class="titleWord">إعانة الطالبين i891 B</span> لــ البكري الدمياطي (1310 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/894_إعانة-الطالبين-البكري-الدمياطي-ج-4" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	43	0	17	7	6	0	0	0	4	0	1	3	1	0	4	0
a97928	<span class="titleWord">عجالة الإملاء المتيسرة من التذنيب على ما وقع للحافظ المنذري من الوهم وغيره في كتابه الترغيب والترهيب (ط المعارف) a97928 B</span> لــ الناجي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/97928" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	0	0	0	0	0	1	1	2	24	15	0	0	0	0
a30256	<span class="titleWord">الثالث من معجم الشيخة مريم a30256 B</span> لــ أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني  (852 هـ)	9th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-30256" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	0	0	0	0	0	0	19	24	0	0	0	0	0	0
a23678	<span class="titleWord">معجزات النبي - صلى الله عليه وسلم - (من كتاب البداية والنهاية لابن كثير) a23678 B</span> لــ أبو الفداء إسماعيل بن عمر بن كثير القرشي البصري ثم الدمشقي  (774 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-23678" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	25	8	4	1	0	0	3	2	0	0	0	0	0	0
a23588	<span class="titleWord">أنوار التنزيل وأسرار التأويل a23588 B</span> لــ ناصر الدين أبو سعيد عبد الله بن عمر بن محمد الشيرازي البيضاوي  (685 هـ)	7th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-23588" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	5	0	0	0	0	0	0	2	8	21	7	0	0	0
a13068	<span class="titleWord">الروض الداني (المعجم الصغير) a13068 B</span> لــ سليمان بن أحمد بن أيوب بن مطير اللخمي الشامي، أبو القاسم الطبراني  (360 هـ)	4th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-13068" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	1	0	42	0	0	0	0	0	0	0	0	0	0	0
a10826	<span class="titleWord">بغية الملتمس في سباعيات حديث الإمام مالك بن أنس a10826 B</span> لــ صلاح الدين أبو سعيد خليل بن كيكلدي بن عبد الله الدمشقي العلائي  (761 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-10826" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	1	9	13	2	5	6	4	3	0	0	0	0	0	0
a8656	<span class="titleWord">الحديث والمحدثون a8656 B</span> لــ محمد محمد أبو زهو رحمه الله (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-8656" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	27	14	1	0	0	0	0	0	1	0	0	0	0	0
a8622	<span class="titleWord">الصارم المنكي في الرد على السبكي a8622 B</span> لــ شمس الدين محمد بن أحمد بن عبد الهادي الحنبلي  (744 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-8622" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	13	11	10	1	2	2	1	3	0	0	0	0	0	0
a6038	<span class="titleWord">العلل a6038 B</span> لــ علي بن عبد الله بن جعفر السعدي المديني (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/6038" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	43	0	3	34	3	1	2	0	0	0	0	0	0	0	0	0
